0.000000,0.281161,0.578984,-1.001440
0.006250,0.090090,0.594386,-1.027640
0.012500,-0.103335,0.593711,-1.026491
0.018750,-0.293883,0.576984,-0.998038
0.025000,-0.476407,0.544664,-0.943063
0.031250,-0.645976,0.497634,-0.863062
0.037500,-0.798014,0.437169,-0.760211
0.043750,-0.928418,0.364911,-0.637298
0.050000,-1.033674,0.282817,-0.497655
0.056250,-1.110949,0.193110,-0.345061
0.062500,-1.158166,0.098217,-0.183647
0.068750,-1.174061,0.000705,-0.017777
0.075000,-1.158218,-0.096791,0.148064
0.081250,-1.111078,-0.191635,0.309396
0.087500,-1.033926,-0.281266,0.461860
0.093750,-0.928859,-0.363265,0.601342
0.100000,-0.798726,-0.435419,0.724077
0.106250,-0.647052,-0.495782,0.826755
0.112500,-0.477943,-0.542727,0.906610
0.118750,-0.295974,-0.574992,0.961493
0.125000,-0.106066,-0.591710,0.989931
0.131250,0.086649,-0.592434,0.991163
0.137500,0.276964,-0.577151,0.965166
0.143750,0.459739,-0.546278,0.912651
0.150000,0.630039,-0.500656,0.835046
0.156250,0.783268,-0.441520,0.734455
0.162500,0.915293,-0.370472,0.613601
0.168750,1.022554,-0.289435,0.475757
0.175000,1.102162,-0.200601,0.324648
0.181250,1.151975,-0.106372,0.164362
0.187500,1.170655,-0.009293,-0.000771
0.193750,1.157708,0.088013,-0.166290
0.200000,1.113491,0.182917,-0.327724
0.206250,1.039208,0.272858,-0.480715
0.212500,0.936871,0.355407,-0.621133
0.218750,0.809252,0.428338,-0.745190
0.225000,0.659804,0.489684,-0.849539
0.231250,0.492566,0.537789,-0.931368
0.237500,0.312060,0.571360,-0.988472
0.243750,0.123162,0.589492,-1.019315
0.250000,-0.069024,0.591700,-1.023071
0.256250,-0.259310,0.577927,-0.999642
0.262500,-0.442557,0.548548,-0.949668
0.268750,-0.613819,0.504360,-0.874504
0.275000,-0.768475,0.446559,-0.776184
0.281250,-0.902351,0.376708,-0.657366
0.287500,-1.011837,0.296695,-0.521263
0.293750,-1.093982,0.208683,-0.371552
0.300000,-1.146571,0.115048,-0.212278
0.306250,-1.168191,0.018321,-0.047742
0.312500,-1.158262,-0.078889,0.117612
0.318750,-1.117057,-0.173954,0.279321
0.325000,-1.045694,-0.264311,0.433019
0.331250,-0.946102,-0.347519,0.574558
0.337500,-0.820974,-0.421334,0.700119
0.343750,-0.673692,-0.483764,0.806313
0.420520,1.152099,-0.096984,0.148393
0.497289,-0.328744,0.567954,-0.982678
0.574059,-0.866495,-0.397225,0.659109
0.650828,1.083638,-0.222748,0.362319
0.727598,-0.076127,0.592129,-1.023801
0.804367,-1.020261,-0.293166,0.482102
0.881137,0.967490,-0.338233,0.558762
0.957906,0.178682,0.590305,-1.020699
1.034676,-1.129236,-0.177031,0.284554
1.111445,0.811066,-0.438706,0.729669
1.188215,0.424474,0.563999,-0.975951
1.264984,-1.191729,-0.054454,0.076048
1.341754,0.623545,-0.521223,0.870032
1.418524,0.652549,0.516171,-0.894595
1.495293,-1.209496,0.069526,-0.134843
1.572063,0.414372,-0.584594,0.977826
1.648832,0.857127,0.450568,-0.783004
1.725602,-1.186767,0.190843,-0.341206
1.802371,0.192307,-0.629091,1.053517
1.879141,1.035163,0.371220,-0.648031
1.955910,-1.129323,0.306502,-0.537944
2.032680,-0.035070,-0.656071,1.099410
2.109449,1.185879,0.282067,-0.496380
2.186219,-1.043665,0.414515,-0.721676
2.262988,-0.261600,-0.667579,1.118986
2.339758,1.310189,0.186690,-0.334141
2.416528,-0.936300,0.513765,-0.890503
2.493297,-0.482623,-0.665985,1.116274
2.570067,1.410125,0.088121,-0.166474
2.646836,-0.813200,0.603845,-1.043730
2.723606,-0.694919,-0.653690,1.095360
2.800375,1.488339,-0.011238,0.002538
2.877145,-0.679497,0.684874,-1.181562
2.953914,-0.896517,-0.632937,1.060059
3.030684,1.547722,-0.109600,0.169853
3.107453,-0.539372,0.757329,-1.304809
3.184223,-1.086445,-0.605707,1.013741
3.260992,1.591144,-0.205714,0.333345
3.337762,-0.396107,0.821901,-1.414647
3.414532,-1.264452,-0.573685,0.959271
3.491301,1.621280,-0.298760,0.491617
3.568071,-0.252194,0.879374,-1.512409
3.644840,-1.430774,-0.538265,0.899020
3.721610,1.640536,-0.388241,0.643827
3.798379,-0.109485,0.930558,-1.599475
3.875149,-1.585950,-0.500577,0.834912
3.951918,1.651007,-0.473900,0.789534
4.028688,0.030687,0.976229,-1.677162
4.105457,-1.730685,-0.461525,0.768483
4.182227,1.654496,-0.555642,0.928578
4.258996,0.167383,1.017111,-1.746703
4.335766,-1.865765,-0.421824,0.700952
4.412536,1.652531,-0.633487,1.060994
4.489305,0.299962,1.053864,-1.809220
4.566075,-1.992000,-0.382037,0.633273
4.642844,1.646400,-0.707532,1.186947
4.719614,0.428017,1.087078,-1.865717
4.796383,-2.110189,-0.342599,0.566188
4.873153,1.637179,-0.777925,1.306686
4.949922,0.551312,1.117276,-1.917085
5.026692,-2.221095,-0.303843,0.500264
5.103461,1.625762,-0.844842,1.420513
5.180231,0.669744,1.144920,-1.964108
5.257000,-2.325438,-0.266019,0.435925
5.333770,1.612885,-0.908478,1.528760
5.410539,0.783310,1.170410,-2.007466
5.487309,-2.423884,-0.229308,0.373478
5.564079,1.599145,-0.969040,1.631776
5.640848,0.892084,1.194093,-2.047753
5.717618,-2.517045,-0.193831,0.313132
5.794387,1.585022,-1.026733,1.729913
5.871157,0.996197,1.216269,-2.085474
5.947926,-2.605480,-0.159668,0.255019
6.024696,1.570895,-1.081764,1.823522
6.101465,1.095825,1.237192,-2.121065
6.178235,-2.689694,-0.126856,0.199205
6.255004,1.557054,-1.134331,1.912940
6.331774,1.191172,1.257076,-2.154887
6.408543,-2.770133,-0.095402,0.145701
6.485313,1.543708,-1.184626,1.998492
6.562083,1.282463,1.276094,-2.187238
6.638852,-2.847191,-0.065286,0.094474
6.715622,1.530999,-1.232824,2.080478
6.792391,1.369933,1.294387,-2.218354
6.869161,-2.921204,-0.036470,0.045458
