-2.921061,-0.036153,0.044900,1.630358,-40.264447,68.490604
-2.920121,-0.036109,0.044818,1.628218,-40.251370,68.468357
-2.920541,-0.036120,0.044865,1.629300,-40.257213,68.478305
-2.921424,-0.036152,0.044923,1.630711,-40.269496,68.499195
-2.920696,-0.036126,0.044874,1.629537,-40.259368,68.481967
-2.920874,-0.036133,0.044871,1.629495,-40.261845,68.486176
-2.920488,-0.036121,0.044858,1.629200,-40.256476,68.477045
-2.921185,-0.036146,0.044903,1.630277,-40.266174,68.493550
-2.921087,-0.036144,0.044900,1.630220,-40.264807,68.491223
-2.920732,-0.036137,0.044860,1.629347,-40.259872,68.482820
-2.920782,-0.036140,0.044879,1.629805,-40.260569,68.484002
-2.920555,-0.036097,0.044842,1.628402,-40.257414,68.478644
-2.920856,-0.036129,0.044874,1.629506,-40.261605,68.485771
-2.920598,-0.036115,0.044858,1.629074,-40.257999,68.479639
-2.921116,-0.036157,0.044895,1.630289,-40.265216,68.491908
-2.921409,-0.036177,0.044943,1.631533,-40.269298,68.498858
-2.921009,-0.036160,0.044879,1.629971,-40.263730,68.489385
-2.920796,-0.036117,0.044871,1.629319,-40.260758,68.484330
-2.920421,-0.036115,0.044835,1.628585,-40.255546,68.475462
-2.921003,-0.036142,0.044889,1.629940,-40.263648,68.489248
-2.921169,-0.036158,0.044898,1.630284,-40.265952,68.493165
-2.920919,-0.036148,0.044877,1.629809,-40.262473,68.487248
-2.921008,-0.036145,0.044900,1.630259,-40.263707,68.489348
-2.920442,-0.036137,0.044834,1.628818,-40.255841,68.475961
-2.920693,-0.036137,0.044858,1.629327,-40.259332,68.481892
-2.921075,-0.036163,0.044891,1.630323,-40.264642,68.490934
-2.920791,-0.036133,0.044864,1.629333,-40.260693,68.484221
-2.921014,-0.036139,0.044882,1.629780,-40.263788,68.489483
-2.921161,-0.036134,0.044891,1.629812,-40.265842,68.492981
-2.920166,-0.036113,0.044814,1.628156,-40.251999,68.469425
-2.921287,-0.036156,0.044902,1.630318,-40.267597,68.495965
-2.920896,-0.036124,0.044882,1.629595,-40.262164,68.486721
-2.920722,-0.036125,0.044854,1.629030,-40.259739,68.482598
-2.921266,-0.036146,0.044910,1.630468,-40.267302,68.495461
-2.920988,-0.036145,0.044891,1.630054,-40.263444,68.488898
-2.921031,-0.036140,0.044880,1.629704,-40.264028,68.489894
-2.920864,-0.036113,0.044862,1.628987,-40.261710,68.485948
-2.920639,-0.036131,0.044867,1.629497,-40.258587,68.480636
-2.921195,-0.036155,0.044917,1.630718,-40.266313,68.493784
-2.920609,-0.036111,0.044851,1.628841,-40.258159,68.479907
-2.920655,-0.036108,0.044852,1.628780,-40.258800,68.481000
-2.920403,-0.036115,0.044834,1.628588,-40.255296,68.475037
-2.920083,-0.036100,0.044827,1.628328,-40.250837,68.467452
-2.920933,-0.036146,0.044884,1.629993,-40.262669,68.487579
-2.920774,-0.036123,0.044875,1.629465,-40.260454,68.483812
-2.920565,-0.036110,0.044844,1.628676,-40.257550,68.478873
-2.921049,-0.036142,0.044886,1.629876,-40.264282,68.490320
-2.920937,-0.036148,0.044892,1.630128,-40.262727,68.487682
-2.920427,-0.036104,0.044858,1.628976,-40.255624,68.475599
-2.921239,-0.036153,0.044919,1.630761,-40.266926,68.494825
-2.921007,-0.036141,0.044891,1.629988,-40.263699,68.489334
-2.920751,-0.036127,0.044874,1.629519,-40.260135,68.483268
-2.920540,-0.036113,0.044856,1.628990,-40.257197,68.478275
-2.921045,-0.036157,0.044888,1.630133,-40.264230,68.490234
-2.920773,-0.036130,0.044872,1.629520,-40.260443,68.483792
-2.920644,-0.036130,0.044875,1.629587,-40.258650,68.480745
-2.920747,-0.036120,0.044876,1.629467,-40.260077,68.483172
-2.920683,-0.036143,0.044865,1.629573,-40.259188,68.481656
-2.920446,-0.036118,0.044861,1.629246,-40.255894,68.476052
-2.920989,-0.036115,0.044886,1.629457,-40.263452,68.488918
-2.921165,-0.036129,0.044898,1.629906,-40.265898,68.493081
-2.920941,-0.036139,0.044887,1.629873,-40.262774,68.487763
-2.920976,-0.036151,0.044892,1.630180,-40.263271,68.488606
-2.920853,-0.036135,0.044905,1.630318,-40.261559,68.485696
-2.921209,-0.036152,0.044894,1.630151,-40.266502,68.494102
-2.921138,-0.036150,0.044892,1.630171,-40.265515,68.492422
-2.921311,-0.036154,0.044899,1.630253,-40.267930,68.496529
-2.920392,-0.036115,0.044836,1.628582,-40.255142,68.474771
-2.921023,-0.036151,0.044888,1.630058,-40.263925,68.489712
-2.921075,-0.036154,0.044892,1.630124,-40.264649,68.490946
-2.920665,-0.036117,0.044853,1.628977,-40.258940,68.481238
-2.920953,-0.036126,0.044887,1.629695,-40.262953,68.488064
-2.920670,-0.036121,0.044860,1.629133,-40.259006,68.481351
-2.920982,-0.036144,0.044886,1.629922,-40.263346,68.488734
-2.920737,-0.036120,0.044870,1.629378,-40.259937,68.482936
-2.920204,-0.036116,0.044811,1.628086,-40.252519,68.470312
-2.921107,-0.036151,0.044896,1.630270,-40.265092,68.491701
-2.921251,-0.036147,0.044904,1.630287,-40.267101,68.495121
-2.920706,-0.036104,0.044865,1.629002,-40.259514,68.482221
-2.920604,-0.036130,0.044864,1.629399,-40.258089,68.479785
-2.920450,-0.036113,0.044824,1.628250,-40.255953,68.476155
-2.920619,-0.036123,0.044846,1.628859,-40.258297,68.480140
-2.920424,-0.036125,0.044827,1.628530,-40.255589,68.475528
-2.920942,-0.036130,0.044870,1.629336,-40.262797,68.487797
-2.921419,-0.036147,0.044922,1.630565,-40.269432,68.499091
-2.920380,-0.036137,0.044842,1.629114,-40.254970,68.474481
-2.920688,-0.036126,0.044877,1.629603,-40.259260,68.481783
-2.920511,-0.036117,0.044857,1.629114,-40.256791,68.477582
-2.920899,-0.036148,0.044877,1.629826,-40.262193,68.486768
-2.920542,-0.036122,0.044847,1.628849,-40.257225,68.478325
-2.921030,-0.036137,0.044880,1.629701,-40.264021,68.489877
-2.921325,-0.036168,0.044902,1.630555,-40.268127,68.496864
-2.921203,-0.036160,0.044904,1.630451,-40.266423,68.493965
-2.921182,-0.036169,0.044897,1.630517,-40.266144,68.493486
-2.921187,-0.036140,0.044904,1.630224,-40.266200,68.493590
-2.920749,-0.036115,0.044860,1.629015,-40.260115,68.483235
-2.920563,-0.036118,0.044851,1.628980,-40.257521,68.478821
-2.920966,-0.036124,0.044886,1.629635,-40.263134,68.488375
-2.920791,-0.036130,0.044858,1.629200,-40.260691,68.484214
-2.920945,-0.036138,0.044884,1.629758,-40.262838,68.487871
-2.920682,-0.036124,0.044861,1.629211,-40.259174,68.481638
-2.920641,-0.036143,0.044868,1.629643,-40.258607,68.480667
-2.920504,-0.036120,0.044851,1.629063,-40.256698,68.477420
-2.920459,-0.036106,0.044836,1.628495,-40.256075,68.476363
-2.921072,-0.036134,0.044891,1.629888,-40.264597,68.490868
-2.920574,-0.036110,0.044862,1.629137,-40.257674,68.479087
-2.920928,-0.036166,0.044879,1.630080,-40.262597,68.487454
-2.920754,-0.036120,0.044867,1.629277,-40.260182,68.483351
-2.921023,-0.036160,0.044901,1.630526,-40.263916,68.489698
-2.920153,-0.036101,0.044834,1.628493,-40.251818,68.469119
-2.921023,-0.036140,0.044872,1.629500,-40.263914,68.489697
-2.920717,-0.036120,0.044859,1.629065,-40.259657,68.482460
-2.920933,-0.036142,0.044872,1.629544,-40.262672,68.487584
-2.920581,-0.036110,0.044858,1.628956,-40.257768,68.479242
-2.920799,-0.036122,0.044870,1.629309,-40.260801,68.484403
-2.920599,-0.036125,0.044863,1.629276,-40.258027,68.479681
-2.921296,-0.036146,0.044914,1.630461,-40.267725,68.496180
-2.920820,-0.036145,0.044881,1.629910,-40.261093,68.484895
-2.921194,-0.036139,0.044899,1.630046,-40.266292,68.493744
-2.921087,-0.036146,0.044901,1.630278,-40.264821,68.491242
-2.920567,-0.036117,0.044855,1.629008,-40.257580,68.478924
-2.920525,-0.036124,0.044848,1.629011,-40.256987,68.477912
-2.920552,-0.036115,0.044859,1.629126,-40.257362,68.478551
-2.920387,-0.036122,0.044826,1.628503,-40.255066,68.474643
-2.921184,-0.036155,0.044895,1.630208,-40.266155,68.493509
-2.921526,-0.036179,0.044942,1.631473,-40.270922,68.501624
-2.921307,-0.036153,0.044921,1.630733,-40.267870,68.496430
-2.921174,-0.036170,0.044909,1.630772,-40.266021,68.493278
-2.920625,-0.036142,0.044862,1.629529,-40.258378,68.480277
-2.920447,-0.036114,0.044854,1.629044,-40.255905,68.476070
-2.921535,-0.036157,0.044922,1.630675,-40.271045,68.501832
-2.920679,-0.036143,0.044852,1.629335,-40.259140,68.481570
-2.921005,-0.036138,0.044906,1.630258,-40.263668,68.489286
-2.920777,-0.036134,0.044880,1.629743,-40.260502,68.483902
-2.920598,-0.036117,0.044858,1.629074,-40.258003,68.479644
-2.920609,-0.036119,0.044854,1.629009,-40.258156,68.479901
-2.920569,-0.036119,0.044872,1.629463,-40.257606,68.478969
-2.920597,-0.036116,0.044863,1.629193,-40.258000,68.479634
-2.920161,-0.036096,0.044814,1.627955,-40.251920,68.469296
-2.920629,-0.036116,0.044871,1.629341,-40.258434,68.480378
-2.921399,-0.036155,0.044909,1.630415,-40.269152,68.498610
-2.921099,-0.036147,0.044900,1.630322,-40.264976,68.491502
-2.921221,-0.036153,0.044913,1.630558,-40.266684,68.494412
-2.920982,-0.036144,0.044903,1.630371,-40.263359,68.488756
-2.921101,-0.036137,0.044893,1.629951,-40.265014,68.491572
-2.920459,-0.036116,0.044854,1.629053,-40.256070,68.476354
-2.921118,-0.036144,0.044917,1.630543,-40.265246,68.491967
-2.920901,-0.036140,0.044887,1.629976,-40.262223,68.486820
-2.920862,-0.036132,0.044883,1.629755,-40.261676,68.485895
-2.921192,-0.036151,0.044910,1.630489,-40.266279,68.493724
-2.921061,-0.036156,0.044889,1.630150,-40.264451,68.490612
-2.920594,-0.036125,0.044871,1.629530,-40.257955,68.479561
-2.920562,-0.036125,0.044847,1.628922,-40.257506,68.478796
-2.921120,-0.036148,0.044899,1.630250,-40.265276,68.492012
